_id,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId.value,canRate,viewerRating,likeCount,publishedAt,updatedAt,label,afterNormalisasi
6651a129ba72d8bf2eb58a9f,UC-z1ubmS-iHMVr83EEwRS2g,IPZO85HFM4w,bimo pickypicks manaa oiii,bimo picky pikcs mana oi,@NARA.STUDIOS27,https://yt3.ggpht.com/yzighr5mdi7_YvSo-ZIAGqzrIHpGGhtLF7qlVtkeoT4T6uAXjCSurdPoL6cmWxGIyDzBIwtv1g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@NARA.STUDIOS27,UCPyWm7Xcm1VWZ67GeYkdNXg,true,none,0,2022-01-04T10:00:36Z,2022-01-04T10:00:36Z,netral,bimo picky pikcs mana oi
6651837620ee1df904ba4ee1,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,anjay ada rich nigga eh brian,anjay rich nigga eh brian,@nichollavoss3021,https://yt3.ggpht.com/ytc/AIdro_mqReXiX7mWQUsqqB55HE3tfZPxgxaGPobASkSaRxKr=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nichollavoss3021,UCF-Z6BC8izrMEUSIPiMj_Qg,true,none,0,2019-07-10T19:35:12Z,2019-07-10T19:35:12Z,netral,anjay rich nigga eh brian
6651962182f57e4e5420d2e9,UC-z1ubmS-iHMVr83EEwRS2g,mCyITaDib7M,Yg 2017 dan 2019 mana ya?,yang mana,@rizkaabdurrahman7640,https://yt3.ggpht.com/ytc/AIdro_nLoZLZsPhvZ73y2UnNFkb7thnlIVpGx_NCiH90PmlLo1s=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@rizkaabdurrahman7640,UCNPnBW4Qn40egmmEvQEP2sQ,true,none,0,2021-01-03T09:50:56Z,2021-01-03T09:50:56Z,netral,yang mana
66519bf84bec1f5ab8644db0,UC-z1ubmS-iHMVr83EEwRS2g,LhYfsKc0_tA,Merinding asli,merinding asli,@nazwanurjanah6636,https://yt3.ggpht.com/nGjMhzSnF-5jDZx2R5SpmS3eua4GiHBqpLY2e0DD6kHOJCthxezeD3DuPFnWdguCois-a0m6=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nazwanurjanah6636,UChKQ26D4ekdOeOd19DD5Q8Q,true,none,1,2021-01-07T15:42:58Z,2021-01-07T15:42:58Z,netral,merinding asli
6651837620ee1df904ba4d8b,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Anjirr ntah kenapa aku suka 2015.. youtuber legend semuaaaa :&quot;D,anjir entah aku suka youtuber legend semua,@penyukakeindahan8312,https://yt3.ggpht.com/ytc/AIdro_lfcejmxEu6dz7qkhoJJnXrxsOVjqQemHW2I3nHgv19Vw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@penyukakeindahan8312,UCjpu3RVnGzdAlWtJ5ytVpUg,true,none,3,2018-12-15T02:37:43Z,2018-12-15T02:37:43Z,netral,anjir entah aku suka youtuber legend semua
66519bf84bec1f5ab8644dd9,UC-z1ubmS-iHMVr83EEwRS2g,LhYfsKc0_tA,Sumpahh sedih banget 😭😭<br>Andofi sama kak joe byee 😭,sumpah sedih banget andovi sama kak joe bye,@NRIndo-cv7wk,https://yt3.ggpht.com/ytc/AIdro_ko62FSFVbiMkWu26TWxljneZZGj7WnBMQMO4lyNU9f7yI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@NRIndo-cv7wk,UCcY791g2RyznJrsQNea59AA,true,none,14,2020-12-31T06:25:35Z,2020-12-31T06:25:35Z,netral,sumpah sedih banget andovi sama kak joe bye
6651837620ee1df904ba4b3d,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,ada bang young lex 😍 <br>kerennn youtubers indonesia ga kalah sama yg luar 😘,bang young lex keren youtuber indonesia tidak kalah sama luar,@antungmahdaniah1653,https://yt3.ggpht.com/ytc/AIdro_kuVYZUjrMORJdPINIp7Gh1d7Ia2mjIfkro3dGua-ZDiZw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@antungmahdaniah1653,UC35CaaChwZuY86ezYi6GSkQ,true,none,0,2016-01-03T14:09:01Z,2016-01-03T14:09:01Z,netral,bang young lex keren youtuber indonesia tidak kalah sama luar
6651a6a8c14ed2b8f4864039,UC-z1ubmS-iHMVr83EEwRS2g,Q5vQawTFJ0I,sumpah demi Tuhan gue merinding untuk sekian detik pas tiba tiba liat Ria SW😭😭😭🤏🏻🤍 loveeee,sumpah tuhan gue merinding sekian detik pas tiba tiba liat ria sw love,@user-je6fr3cp8f,https://yt3.ggpht.com/ytc/AIdro_l3Bz6doyOqmxnbxC7YTPEYDkB4EqydIAMsbEUjvC3cQlxG46o=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-je6fr3cp8f,UCZJlJ9TPRZ9xxj2dWEGAAOw,true,none,0,2024-01-12T16:21:42Z,2024-01-12T16:21:42Z,netral,sumpah tuhan gue merinding sekian detik pas tiba tiba liat ria sw love
665189f294a2f3e28c753163,UC-z1ubmS-iHMVr83EEwRS2g,1ZIGLm5cuDo,Yudist ardhana,yudist ardhana,@7fkeishyaalinesky218,https://yt3.ggpht.com/ytc/AIdro_nDuuD9HZ_2QC4naA97v2-gHaGCVydXrM-QVMkVEN4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@7fkeishyaalinesky218,UCACCryPbtXeqsCCJp86cRdg,true,none,1,2021-02-23T08:27:27Z,2021-02-23T08:27:27Z,netral,yudist ardhana
66519bf84bec1f5ab8644e61,UC-z1ubmS-iHMVr83EEwRS2g,LhYfsKc0_tA,"<a href=""https://www.youtube.com/watch?v=LhYfsKc0_tA&amp;t=15"">0:15</a> omgjf kidoww af",ya tuhan lucu as fuck,@goldenasa5069,https://yt3.ggpht.com/ytc/AIdro_n35tM96g4Jl6BLHroc4zdGyOyAdwTeg8_Pzj50KvDd2w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@goldenasa5069,UCrdWgpHFsoSR-pH4svpheLg,true,none,2,2021-01-07T06:25:42Z,2021-01-07T06:25:42Z,netral,ya tuhan lucu as fuck
665189f294a2f3e28c753071,UC-z1ubmS-iHMVr83EEwRS2g,1ZIGLm5cuDo,Pero que acabo de ver e.e,tetapi apa hanya de melihat,@Yuyin,https://yt3.ggpht.com/5rLKGOad1DxgJBTqG246_W1mQICXEDPj-KLKBCRg-94SAE2Tu2jwRFkpzIs1Gji5RIqsad5k=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Yuyin,UCgJg5hY0Bb-fO75Y31vcS7A,true,none,0,2016-12-18T15:57:39Z,2016-12-18T15:57:39Z,netral,tetapi apa hanya de melihat
665189f294a2f3e28c752fb0,UC-z1ubmS-iHMVr83EEwRS2g,1ZIGLm5cuDo,Dan nampak nya akan ada reaction dari YouTube lawas ke yt rewind 2018,tampak nya ada reaksi youtube lawas youtube rewind,@BSDOnly,https://yt3.ggpht.com/ytc/AIdro_mpkC6j3C6r4lZw_vn1VkBNbFkeygLbs6F-Ztemz7oeXn4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@BSDOnly,UCQJMHNNM0XgjvbnOHY1YKhg,true,none,0,2018-12-14T18:46:36Z,2018-12-14T18:46:36Z,netral,tampak nya ada reaksi youtube lawas youtube rewind
6651a129ba72d8bf2eb58644,UC-z1ubmS-iHMVr83EEwRS2g,IPZO85HFM4w,Kenapa aci tak de tapi miaw aug mana adil 😡😡🤬🤬🤬,aci tak de miaw aug mana adil,@norenaajut2592,https://yt3.ggpht.com/ytc/AIdro_k1LWy2-ZaCt94WtaY4PUNFE_nUp-XVIvsg9jCs2tC1GNY_tKwPcAude-AKcSa6CckaqQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@norenaajut2592,UCC6rtndDkM43E1MS7qvhkVg,true,none,0,2022-01-02T12:27:09Z,2022-01-02T12:27:09Z,netral,aci tak de miaw aug mana adil
6651a6a8c14ed2b8f4864286,UC-z1ubmS-iHMVr83EEwRS2g,Q5vQawTFJ0I,Butuh versi full maju tak gentar yg ini,butuh versi full maju tak gentar ini,@MioLifeReset,https://yt3.ggpht.com/8kRAiHYZiFwxaa80gnCCngxoRTHXZ8Ie7YYqneXA9woJesIG0jc2Mpy-2ReHjOFTKQ6d459G9w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@MioLifeReset,UCHJesLyKP2nJht5RxdzpZ5g,true,none,0,2024-02-27T16:56:20Z,2024-02-27T16:56:20Z,netral,butuh versi full maju tak gentar ini
6651837620ee1df904ba50ed,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,enak nya lagu nya indonesia semua,enak nya lagu nya indonesia semua,@tatilichannel7481,https://yt3.ggpht.com/ytc/AIdro_mCnMGK31HDC_QkzJFn_tAxoIWu_mvPm9uwW63WHPFi0g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@tatilichannel7481,UCfAKbrYl9-w3C4xDzXsADbA,true,none,0,2016-05-06T15:10:34Z,2016-05-06T15:10:34Z,netral,enak nya lagu nya indonesia semua
6651837620ee1df904ba4d2d,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,nama cewe yg lagi pake lipstik itu siapa ya?,nama wanita lagi pakai lipstik siapa,@ferlincristofer6484,https://yt3.ggpht.com/ytc/AIdro_m5j5sFJCK_htQGgHI1aXalyCnU92tqLCd353sntMM=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ferlincristofer6484,UC_i4HZHnKW2L4__JNfwjFDg,true,none,0,2016-01-24T10:02:50Z,2016-01-24T10:02:50Z,netral,nama wanita lagi pakai lipstik siapa
6651837620ee1df904ba4c4e,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,YTB rewind indo 15 &amp; 16 &gt; 18,youtube rewind indonesia,@brokenkoelkass7611,https://yt3.ggpht.com/ypYK1NBGCFjkX39GttdpcxCOSgvF5rLt0NZAHHhIJypxWtjSk84n5f99c7o5E13U9vWR1c7WHg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@brokenkoelkass7611,UCUjaJf0_-rtvaZbLJdX1zIA,true,none,0,2018-12-22T08:17:03Z,2018-12-22T08:17:03Z,netral,youtube rewind indonesia
6651837620ee1df904ba4d47,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,GEMSTONENYAAAAAAAAA XDD,gamestone hahaha,@gopecepe4031,https://yt3.ggpht.com/ytc/AIdro_k8obFg5ZJQud7tJ9L13XOh44vQjrIrKQqe6_di_2lC0eM=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@gopecepe4031,UCv5jj_Sy0RVyVt9LE1CKiJg,true,none,0,2015-12-12T10:07:46Z,2015-12-12T10:07:46Z,netral,gamestone hahaha
66519bf84bec1f5ab8644d5a,UC-z1ubmS-iHMVr83EEwRS2g,LhYfsKc0_tA,"OMG masih trending 1 dong, hari ini 20 juta viewers. Keren banget <a href=""http://www.youtube.com/results?search_query=%23ri2020"">#RI2020</a> :)",oh my god trending dong hari juta viewers keren banget,@fawwazzhafifasadilridwan339,https://yt3.ggpht.com/ytc/AIdro_mZkKLUoiOH2NDN5VmEgGBIj6hrst5_4t2EFlIWSYKJPg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@fawwazzhafifasadilridwan339,UC_0lQqVmEKkBI1925O-wppg,true,none,5,2021-01-03T00:04:54Z,2021-01-03T00:04:54Z,netral,oh my god trending dong hari juta viewers keren banget
6651a129ba72d8bf2eb5861e,UC-z1ubmS-iHMVr83EEwRS2g,IPZO85HFM4w,Apaan mulai² kokoakoci,apa mulai kokoakoci,@pebriantiayu5601,https://yt3.ggpht.com/ytc/AIdro_n7pO2-_QrgbKj0R9Vzyomq33XLDunRWlT61pmLQo0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@pebriantiayu5601,UCK6oGKHyVmM6x0ZO9E0c9vQ,true,none,0,2021-12-31T02:42:39Z,2021-12-31T02:42:39Z,netral,apa mulai kokoakoci
6651962182f57e4e5420d392,UC-z1ubmS-iHMVr83EEwRS2g,mCyITaDib7M,I don&#39;t know a word they&#39;re saying but this video is better then YouTube rewind 2018,tidak tau kata mereka bicara tetapi ini video ini lebuh bagus dari youtube rewind,@ppalarcon3618,https://yt3.ggpht.com/ytc/AIdro_kN2h4j7yv6bm83YKUmMFoDrQy-pgypsCKQS9kOkYw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ppalarcon3618,UC4pk81HRalwmpN7H5yE4QYQ,true,none,4,2018-12-16T18:12:45Z,2018-12-16T18:12:45Z,netral,tidak tau kata mereka bicara tetapi ini video ini lebuh bagus dari youtube rewind
6651a129ba72d8bf2eb584b3,UC-z1ubmS-iHMVr83EEwRS2g,IPZO85HFM4w,"<a href=""https://www.youtube.com/watch?v=IPZO85HFM4w&amp;t=295"">4:55</a> ngakak gw woy🤣",ketawa loh,@zeldy3299,https://yt3.ggpht.com/JTOL0_f6zOie6MM9End4OR1hDTFhbOBn2_yEcDpvyM0mKiyVOK_55oNfK7uQZXb3DmzfPpUJ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@zeldy3299,UC3JC_34p7lJwYeHzBjP0O8A,true,none,0,2022-01-08T00:24:46Z,2022-01-08T00:24:46Z,netral,ketawa loh
6651837620ee1df904ba50d7,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Apa cuma gue yang ngira Han Yoora mirip Ci Panda dari LastDayProduction?,apa cuma gue kira kira han yora mirip ci panda last day production,@AZL48,https://yt3.ggpht.com/ytc/AIdro_lAiTah7yfqE0N_yEG4eLkxpccNsDdzOAAKHihUW62xwn8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@AZL48,UCJQw2WsrAas6wwKJs6WuXMg,true,none,0,2015-12-11T14:06:56Z,2015-12-11T14:06:56Z,netral,apa cuma gue kira kira han yora mirip ci panda last day production
6651a6a8c14ed2b8f4864068,UC-z1ubmS-iHMVr83EEwRS2g,Q5vQawTFJ0I,Gg abis coy,abis kawan,@milkkych1858,https://yt3.ggpht.com/_JXO7FsUncFIOTb0XXMHi94BQ0-Bg0GZUfFNtd-h1VuJ3OemEbw5DZ1RvBFvlUqSkSsmg4ZE6w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@milkkych1858,UC6WAhjRMnZfRxSpEPmOyXwA,true,none,0,2024-01-12T21:46:25Z,2024-01-12T21:46:25Z,netral,abis kawan
665189f294a2f3e28c752b6e,UC-z1ubmS-iHMVr83EEwRS2g,1ZIGLm5cuDo,ngomong ngomong itu rich chigga asli atau miawaug soal nya mirip kak regi,bicara bicara rich chigga asli miaw aug soal nya mirip kak regi,@gudangponselponsel1015,https://yt3.ggpht.com/ytc/AIdro_ljQDffuo5aIQMvYwGRxpm-w-PKEbax3GNZO6UnG08=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@gudangponselponsel1015,UCBk1AbzbQlI6C5ZqJn4PWww,true,none,0,2016-12-18T13:37:49Z,2016-12-18T13:37:49Z,netral,bicara bicara rich chigga asli miaw aug soal nya mirip kak regi
6651a6a8c14ed2b8f4864270,UC-z1ubmS-iHMVr83EEwRS2g,Q5vQawTFJ0I,kaget bgt ano setan😭,kaget sangat ano setan,@naylafadlila1157,https://yt3.ggpht.com/sR_aA55aGCKJ4vch9vW1XUvEemt7zInuXSL8ZiAnot1gOkoywBDaCju9yb08Cq_X4OzcD26c=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@naylafadlila1157,UCxJED1oiYy7ItoNTT6AL9Ng,true,none,0,2024-01-13T11:53:03Z,2024-01-13T11:53:03Z,netral,kaget sangat ano setan
6651837620ee1df904ba4ead,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Youtube Rewind 2020!!!!!!!,youtube rewind,@riooheryono3294,https://yt3.ggpht.com/ytc/AIdro_nk9BbhcE0U7tFL2xVyOY2X1WRZKGaf4XWxAAdZu5RZPdI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@riooheryono3294,UCyVO5V1xq1rDVhW6RKcIleQ,true,none,0,2020-07-02T18:58:27Z,2020-07-02T18:58:27Z,netral,youtube rewind
6651a129ba72d8bf2eb5869f,UC-z1ubmS-iHMVr83EEwRS2g,IPZO85HFM4w,7.50 merindingggggg😭😭😭,merinding,@tampan_tailor,https://yt3.ggpht.com/hL7OG3TtjDsuzCJ4R6UPowH2wwjP-QhaBORtYwQQQ9woahjIP7W5XH1LGv9Ox4HxG_SSVsGJ0XU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@tampan_tailor,UCWJcc_SSiNIw7axp0mr1sJg,true,none,0,2023-01-06T03:25:46Z,2023-01-06T03:25:46Z,netral,merinding
6651837620ee1df904ba4c47,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"w r u now part , tho. good job bang aulion!!",now part tho good job bang aulion,@nazarayani3194,https://yt3.ggpht.com/ytc/AIdro_lDBieHZFkU_l3DLJHPRJWf4dJGDd2FZKATZwYDb_px6Ckz=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nazarayani3194,UCU-9SBdTUpacsQUJ84B82mQ,true,none,0,2015-12-12T16:21:39Z,2015-12-12T16:21:39Z,netral,now part tho good job bang aulion
66519bf84bec1f5ab8644e04,UC-z1ubmS-iHMVr83EEwRS2g,LhYfsKc0_tA,Napa akhir taun sad ending,kenapa akhir taun sad ending,@burungpancingan1803,https://yt3.ggpht.com/Q-Eda8MwB5JeTJ_tI8L9BsygXEGbfZGL7lZMDAtfV9uu8ttAX6bDOCHcw-xRce8uvWsdStc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@burungpancingan1803,UCUPCX790fQCnqj-4QGUGmew,true,none,1,2020-12-30T23:48:24Z,2020-12-30T23:48:24Z,netral,kenapa akhir taun sad ending
6651a6a8c14ed2b8f4863c7a,UC-z1ubmS-iHMVr83EEwRS2g,Q5vQawTFJ0I,Besttttt bikin merinding😊😊,best bikin merinding,@devarifki8184,https://yt3.ggpht.com/ytc/AIdro_lIjQdpty5fJeJwgaWxhIl53QP0kd4nFI_BhuZizHQsnLU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@devarifki8184,UCT_CxvfYfBUF3beJU2k53gQ,true,none,0,2024-01-12T18:03:03Z,2024-01-12T18:03:03Z,netral,best bikin merinding
6651962182f57e4e5420d3d7,UC-z1ubmS-iHMVr83EEwRS2g,mCyITaDib7M,yang gaming mana???,gaming mana,@saidolahmadi8090,https://yt3.ggpht.com/ytc/AIdro_l2zTLF5rK0IA-IhuFOEDj3KtAKN3QI8DLiNLZIema_Bg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@saidolahmadi8090,UC2z5TF5KBbProcYbctlJb6w,true,none,0,2018-12-15T13:43:26Z,2018-12-15T13:43:26Z,netral,gaming mana
6651837620ee1df904ba50fe,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,judul lagu yg ke menit 3.22 apa y,judul lagu ke menit apa,@febriansurya5058,https://yt3.ggpht.com/ytc/AIdro_k3ZjCd5COtzOtzJj8YiKiyrALV13r8XigcUG0Q-TA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@febriansurya5058,UCGnSeXfH-a5HGCW68fjT5LA,true,none,0,2016-07-20T06:29:08Z,2016-07-20T06:29:08Z,netral,judul lagu ke menit apa
6651837620ee1df904ba4b33,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"4M Views! <a href=""http://www.youtube.com/results?search_query=%23boom"">#BOOM</a>",views,@andhikamulawarman,https://yt3.ggpht.com/ytc/AIdro_lHlmFs_qT9VvsquB5jyMIORLzgEJKJD2wpgGSBIeHqCPU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@andhikamulawarman,UC5lLEru0TMQrIpuzHdDE-1g,true,none,0,2016-06-30T18:34:51Z,2016-06-30T18:34:51Z,netral,views
6651837620ee1df904ba4dc0,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Baru nyadar kalo ada nanda arsyinta😂,baru sadar kalau nanda arsyinta,@maryamc.a.n.7168,https://yt3.ggpht.com/ytc/AIdro_nb23OWtY6jEHV8eglsty1hu-31lnh0srDnS9mgCNChJuU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@maryamc.a.n.7168,UCuLHcsbQVjFlrgrhwIfbQQQ,true,none,0,2016-12-15T09:44:21Z,2016-12-15T09:44:21Z,netral,baru sadar kalau nanda arsyinta
6651a129ba72d8bf2eb588bb,UC-z1ubmS-iHMVr83EEwRS2g,IPZO85HFM4w,Wih ada lagu rasputin,keren lagu rasputin,@ramsxn1851,https://yt3.ggpht.com/ytc/AIdro_l5c5gIe85FhhgbYU__iGASW_EzyDqqx-htllhhf4lUHv4F=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ramsxn1851,UCnmSGyN78pSS1l_bVKS3TFw,true,none,0,2022-01-12T12:07:30Z,2022-01-12T12:07:30Z,netral,keren lagu rasputin
